115,"n/a","2009-07-20 17:28:04","2009-07-20 17:28:04","2009-07-30 16:35:00","no","","","open","supported",1,1,"Support",0
116,"n/a","2009-07-21 09:43:45","2009-07-21 09:43:45","2009-07-21 09:43:45","","","","open","na",0,0,"Default",0
117,"n/a","2009-07-21 09:44:27","2009-07-21 09:44:27","2009-07-21 09:44:27","no","","","open","supported",1,1,"Support",20
118,"n/a","2009-07-21 10:32:47","2009-07-21 10:32:47","2009-07-21 10:32:47","","","","open","na",0,0,"Default",0
119,"n/a","2009-07-21 10:33:01","2009-07-21 10:33:01","2009-07-21 10:33:01","no","","","open","supported",1,1,"Support",20
120,"n/a","2009-07-21 10:57:06","2009-07-21 10:57:06","2009-07-21 10:57:06","","","","open","na",0,0,"Default",0
121,"n/a","2009-07-21 10:57:22","2009-07-21 10:57:22","2009-07-21 10:57:22","no","","","open","supported",1,1,"Support",20
122,"n/a","2009-07-21 11:15:52","2009-07-21 11:15:52","2009-07-21 11:15:52","","","","open","na",0,0,"Default",0
123,"n/a","2009-07-21 11:16:02","2009-07-21 11:16:02","2009-07-21 11:16:02","no","","","open","supported",1,1,"Support",20
124,"n/a","2009-07-21 11:27:11","2009-07-21 11:27:11","2009-07-21 11:27:11","","","","open","na",0,0,"Default",0
125,"n/a","2009-07-21 11:27:23","2009-07-21 11:27:23","2009-07-21 11:27:23","no","","","open","supported",1,1,"Support",20
126,"n/a","2009-07-22 08:56:54","2009-07-22 08:56:54","2009-07-22 08:56:54","","","","open","na",0,0,"Default",0
127,"n/a","2009-07-22 08:57:12","2009-07-22 08:57:12","2009-07-22 08:57:12","no","","","open","supported",1,1,"Support",20
128,"n/a","2009-07-22 09:19:17","2009-07-22 09:19:17","2009-07-22 09:19:17","","","","open","na",0,0,"Default",0
129,"n/a","2009-07-22 09:19:30","2009-07-22 09:19:30","2009-07-22 09:19:30","no","","","open","supported",1,1,"Support",20
130,"n/a","2009-07-22 09:31:33","2009-07-22 09:31:33","2009-07-22 09:31:33","","","","open","na",0,0,"Default",0
131,"n/a","2009-07-22 09:31:48","2009-07-22 09:31:48","2009-07-22 09:31:48","no","","","open","supported",1,1,"Support",20
132,"n/a","2009-07-27 10:09:22","2009-07-27 10:09:22","2009-07-27 10:09:22","","","","open","na",0,0,"Default",0
133,"n/a","2009-07-27 10:40:56","2009-07-27 10:40:56","2009-07-27 10:40:56","","","","open","na",0,0,"Default",0
134,"n/a","2009-07-27 10:41:07","2009-07-27 10:41:07","2009-07-27 10:41:07","no","","","open","supported",1,1,"Support",20
135,"n/a","2009-07-27 11:06:33","2009-07-27 11:06:33","2009-07-27 11:06:33","","","","open","na",0,0,"Default",0
136,"n/a","2009-07-27 11:06:45","2009-07-27 11:06:45","2009-07-27 11:06:45","no","","","open","supported",1,1,"Support",20
137,"n/a","2009-07-27 11:38:03","2009-07-27 11:38:03","2009-07-27 11:38:03","","","","open","na",0,0,"Default",0
138,"n/a","2009-07-27 11:38:12","2009-07-27 11:38:12","2009-07-27 11:38:12","no","","","open","supported",1,1,"Support",20
139,"n/a","2009-07-27 12:05:12","2009-07-27 12:05:12","2009-07-27 12:05:12","","","","open","na",0,0,"Default",0
140,"n/a","2009-07-27 12:06:34","2009-07-27 12:06:34","2009-07-27 12:06:34","no","","","open","supported",1,1,"Support",20
141,"n/a","2009-07-27 12:44:24","2009-07-27 12:44:24","2009-07-27 12:44:24","","","","open","na",0,0,"Default",0
142,"n/a","2009-07-27 12:44:37","2009-07-27 12:44:37","2009-07-27 12:44:37","no","","","open","supported",1,1,"Support",20
143,"n/a","2009-07-27 13:28:07","2009-07-27 13:28:07","2009-07-27 13:28:07","","","","open","na",0,0,"Default",0
144,"n/a","2009-07-27 13:28:17","2009-07-27 13:28:17","2009-07-27 13:28:17","no","","","open","supported",1,1,"Support",20
145,"n/a","2009-07-27 13:46:13","2009-07-27 13:46:13","2009-07-27 13:46:13","","","","open","na",0,0,"Default",0
146,"n/a","2009-07-27 13:46:23","2009-07-27 13:46:23","2009-07-27 13:46:23","no","","","open","supported",1,1,"Support",20
147,"n/a","2009-07-27 14:03:00","2009-07-27 14:03:00","2009-07-27 14:03:00","","","","open","na",0,0,"Default",0
148,"n/a","2009-07-27 14:03:12","2009-07-27 14:03:12","2009-07-27 14:03:12","no","","","open","supported",1,1,"Support",20
149,"n/a","2009-07-27 14:28:24","2009-07-27 14:28:24","2009-07-27 14:28:24","","","","open","na",0,0,"Default",0
150,"n/a","2009-07-27 14:28:32","2009-07-27 14:28:32","2009-07-27 14:28:32","no","","","open","supported",1,1,"Support",10
151,"n/a","2009-07-28 15:30:04","2009-07-28 15:30:04","2009-07-28 15:30:04","","","","open","na",0,0,"Default",0
152,"n/a","2009-07-28 15:30:29","2009-07-28 15:30:29","2009-07-28 15:30:29","no","","","open","supported",1,1,"Support",20
154,"n/a","2009-07-29 11:18:04","2009-07-29 11:18:04","2009-07-29 11:24:00","no","","","closed","rejected",1,1,"Accomidation",0
155,"n/a","2009-07-29 11:24:55","2009-07-29 11:24:55","2009-08-01 17:04:00","no","","","open","supported",1,1,"Support",0
156,"n/a","2009-07-29 14:09:44","2009-07-29 14:09:44","2009-07-29 14:09:44","","","","open","na",0,0,"Default",0
157,"n/a","2009-07-29 14:10:48","2009-07-29 14:10:48","2009-07-29 14:10:48","","","","open","na",0,0,"Default",0
158,"n/a","2009-07-29 14:11:00","2009-07-29 14:11:00","2009-07-29 14:11:00","","","","open","na",0,0,"Default",0
159,"n/a","2009-07-29 14:11:12","2009-07-29 14:11:12","2009-07-30 11:16:00","","","","open","na",0,0,"Default",0
160,"n/a","2009-07-29 14:11:15","2009-07-29 14:11:15","2009-07-29 14:11:15","","","","open","na",0,0,"Default",0
161,"n/a","2009-07-29 14:16:05","2009-07-29 14:16:05","2009-08-02 16:34:00","no","","","open","supported",1,1,"Support",0
162,"n/a","2009-07-29 17:06:47","2009-07-29 17:06:47","2009-07-29 17:06:47","","","","open","na",0,0,"Default",0
163,"n/a","2009-07-29 17:06:52","2009-07-29 17:06:52","2009-12-29 17:08:00","no","","","open","supported",1,1,"Support",0
164,"n/a","2009-07-29 17:11:00","2009-07-29 17:11:00","2009-07-29 17:11:00","","","","open","na",0,0,"Default",0
165,"n/a","2009-07-29 17:11:05","2009-07-29 17:11:05","2009-08-01 17:11:00","no","","","open","supported",1,1,"Support",0
166,"n/a","2009-07-29 17:12:13","2009-07-29 17:12:13","2009-07-29 17:12:13","","","","open","na",0,0,"Default",0
167,"n/a","2009-07-29 17:12:18","2009-07-29 17:12:18","2009-09-04 17:16:00","no","","","open","supported",1,1,"Support",0
168,"n/a","2009-07-29 20:21:04","2009-07-29 20:21:04","2009-07-29 20:21:04","no","","","open","supported",1,1,"Support",0
169,"n/a","2009-07-30 12:04:50","2009-07-30 12:04:50","2009-07-30 16:06:00","","","","open","submitted2",1,1,"Support",0
170,"n/a","2009-07-30 17:26:41","2009-07-30 17:26:41","2009-07-30 17:26:41","","","","open","na",0,0,"Default",0
171,"n/a","2009-07-30 17:27:01","2009-07-30 17:27:01","2009-07-30 17:27:01","no","","","open","supported",1,1,"Support",0
172,"n/a","2009-07-30 17:37:12","2009-07-30 17:37:12","2009-07-30 17:37:12","","","","open","na",0,0,"Default",0
173,"n/a","2009-07-30 17:37:19","2009-07-30 17:37:19","2009-07-30 17:44:00","no","","","open","supported",1,1,"Support",0
174,"n/a","2009-07-30 17:46:31","2009-07-30 17:46:31","2009-07-30 17:46:31","","","","open","na",0,0,"Default",0
175,"n/a","2009-07-30 17:46:36","2009-07-30 17:46:36","2009-07-30 17:51:00","no","","","open","supported",1,1,"Support",0
176,"n/a","2009-07-30 17:54:22","2009-07-30 17:54:22","2009-07-30 17:54:22","","","","open","na",0,0,"Default",0
177,"n/a","2009-07-30 17:54:22","2009-07-30 17:54:22","2009-07-30 17:54:22","","","","open","na",0,0,"Default",0
178,"n/a","2009-07-30 17:54:26","2009-07-30 17:54:26","2009-07-30 17:58:00","no","","","open","supported",1,1,"Support",0
179,"n/a","2009-07-30 17:59:17","2009-07-30 17:59:17","2009-07-30 17:59:17","","","","open","na",0,0,"Default",0
180,"n/a","2009-07-30 17:59:39","2009-07-30 17:59:39","2009-07-30 18:12:00","no","","","open","supported",1,1,"Support",0
181,"n/a","2009-07-30 18:46:16","2009-07-30 18:46:16","2009-07-30 18:46:16","","","","open","na",0,0,"Default",0
182,"n/a","2009-07-30 18:46:20","2009-07-30 18:46:20","2009-07-30 19:45:00","no","","","open","supported",1,1,"Support",0
183,"n/a","2009-07-30 19:51:09","2009-07-30 19:51:09","2009-07-30 19:51:09","","","","open","na",0,0,"Default",0
184,"n/a","2009-07-30 19:51:15","2009-07-30 19:51:15","2009-07-30 19:51:15","no","","","closed","terminated",1,1,"Support",0
185,"n/a","2009-07-30 19:53:19","2009-07-30 19:53:19","2009-07-30 19:53:19","","","","open","na",0,0,"Default",0
186,"n/a","2009-07-30 19:53:26","2009-07-30 19:53:26","2009-07-30 19:53:26","no","","","closed","terminated",1,1,"Support",0
187,"n/a","2009-07-30 19:53:51","2009-07-30 19:53:51","2009-08-04 20:00:00","no","","","open","supported",1,1,"Support",0
